user_id,op_id,game_result
mardanov-mansur,idus_ONIC,-1
Guillermo-Albines,Danet124214,-1
Neadickvatik_2024,New-Style-2023,0
arlesio,arunbvishnu,-1
HluliM,jeka16,-1
Newtochess1024,Jimboslice777,1
Tricerapops,jvhy,1
WITaja,angelfcabello,-1
chesschance,itwillbeoversoon,1
Enteresan1,vytas14,1
CapitaineKebec,Adercilio,-1
Masoud1356,Ismailkhadjiev,-1
anonWasTaken,antoniioman,1
mrjohnson422,Snavneet,-1
zohaib_ali123,,401
MinaSedrak,,401
TheBushWookiie,pablito777,-1
mentallyill2222,deschend,0
ich_hier-wer_da,antango,-1
Arabayto,oyvind1011,1
mahmadddd,josuers13,1
diegoramirez1312,,401
siddiq6012,,401
TedyKabTasikmalaya,abahzanasCEN_INA,-1
DusanBano43,HorribleHorrible,1
tedangsar_tedingsir,,401
BOOOOSSSS,,401
Omagarwal3d_dps,ahmetbasv,-1
nicolasrdcx,Raferreirardcx,-1
minuchehr,HasanAbuElayyan,-1
Ronik_Patra,Samarth_Pandey_Pro,-1
AMEYAK,Osiriseyes,1
TvJohan,eedekarunakar,1
Bigbobmango2,Gibbous64,-1
Chili_dogs1673,oubad,-1
Bastastic,seniormatanza,-1
sekvr88,Telly_V,-1
miraoo,AllieTheChessBot,1
Locimarc,MouMohsen3300,0
moonbow77,sk1966,1
dimarko,Alexs59deRov,-1
humb,ikermaster14,-1
ORLOVM4S,vitgusar,1
Justagame1234,amirmyrzayy,-1
DaddyK00l,meibahar,1
HarishGandham,Kanthecarowin,-1
redeyejedi808,konax,-1
serpontyn,notrich22,1
babbayaaga,jensberggren,-1
criya6382,Bestoff3,1
bibbo,koreecmag,-1
mapomme,Franz_P0,0
lzmann,Azaran17,-1
Ard_e,KrtexTheKinx,1
Sargsyan123,rvbini,1
Akiba1965,,401
aripranji,,401
Conyaz,agustinquiroga,1
lucianomuller25,PettyGood,-1
Desposyni,AmineBk,1
klassanov,Artem_FirsaceX,-1
RAEL_2104,Smellma,-1
acona,misha80,1
Carmelo_Bondi,Hakmoh,1
Kmukz83,PremB-Chand,1
AdlerV22,Hitesh1199,-1
wonotobo,kasparovgenoa,-1
kananhilhammer,Etersson,1
ccgf071017,laufer23,1
GhostrB11,yssn93,1
ohgodagrenade,WAELREYAD,1
cucurucucucantaba,NateShadow,-1
souzvv2000,ozgurduino,0
chickenlollipop,SergioChouza,-1
SavinovSergey,RusTsyplakov,1
VtoroyOdin,Sylvain34830,-1
TURGUT_USTA,Hariospeedwagon,-1
Ritu01,paviyuva,-1
abhinavasharma,eemraan,1
cinartura,peter-51_11,-1
ForzaMilan87,lyes47,-1
Royz8,Pavel1374090,-1
N-Lamok,yuyun5,-1
Ujwal_bhasin09,RonHei,-1
POP1983,vavke,-1
Kyan_Amarasinghe,A_0X_KING,1
subir070,Davi_Tkm,1
Ghaghnoos,Pikachurra,-1
denis20-06-1984,Idstaaner,-1
harryhonor,iveselkov,-1
cash_tournaments2023,Esse3Erre2,0
Kabirbaweja,dannyjay,1
CA73,zoltran1,1
romain_0703,Alexzen777,1
bagis2,SergeyB123,1
schach999,sinou98,-1
kuber88,Ruben62,1
Cuidadu,Fozmeh,-1
mariomarcelo33,RocketDaddy,-1
kasbarov2024,Samxalov,-1
Kal1ns,armen63,-1
wolle9,DIEGUS09,-1
anirudh453,Vultur777,-1
twowaycheckback,BiggieM3,-1
vasyatko,Andrejtim,1
EXB8612,UgoNwaKay,0
julz1,Natsbank,-1
MussaO6,Leorra,1
kleball,alexolll57,1
Omaralkholy,David_Khubulov,-1
CHIEAK,andrewelpedes,-1
ysmngnds,msokhanlatif,-1
Kuhle_Fulane,Raphael102,-1
dincersrn,stephs_illustra,-1
Rimi95,Karasvareniy11,1
NorthBZDN,AttemptTheSteal,1
jazdaztematem12,Randale,1
Panguinoso,sSeba12223,1
smurfy,sommerogsol,1
DINAN5678,JADE-SED,1
ikromjon555,,401
ChiefGago,,401
aminought,acratak,-1
Sibernoff,TomJerry20,0
Mat2212,Lol023,1
HanselPete,ck9926,1
jzzzzzzzz,TomasSalgado,-1
EmptyAct,nojordinary,1
Uzman003,Esposa-2021,-1
generalcodigo,Gundimon,1
PeteClay,LSisco01,-1
CBartolomaeus,lenskiy,1
okx_okb,Vlad_Kan_86,-1
muhambe,taccou,-1
Nunxioreal7,Klej55,1
gv0tt,Imaqtby,1
jayej_gupta,Atila12olma,-1
versuchsmal,rutchell,1
Mohamad2003,zvi57,1
dhulo2000,mrMSK,-1
sinanozalp1,chingori,1
PcElitE,fafou070245,1
gosling30,rodrigo_pinotti,-1
MickeyTee,Pite332,-1
mathu21,blackorwhiteknight,-1
Danya_Kiselev,Valery_shom1,-1
RuchiTiwari,utkarshgupta,0
Edenpatzer,iwnulse,-1
spiritmouse,under_promote,-1
carlitosperu123,KamiL_1989,-1
SantiagoCiccone,santimplis,1
LOGAJITH,ioanekutchashvili8,-1
aditya_7781,emkev,0
patrick0707,jo_the_boss,1
N808,vvn0304,-1
Renacentista,vbocchi,1
Un_Real_original,tkivanc,1
O-chess,TNT244,1
BabciaMarysia,Craitzu,-1
Vampiro62,Kowalski_Le,1
NuReLeS,The_Boneless,-1
ClusterBuster,WorstFish,1
jsp1216,gatonegro_24,1
Smixzol,Tuning_fork,1
BorisKarpin,AMakaB2,-1
AbolghasemSafari,gogo50,-1
JhaneYuan,Dupernik,-1
rotti41,Rodenburgh,0
Bertil36,giuse78,1
Maine49,aliidehghan,-1
samisarigil03,sSpartali,-1
achileus69,Nohayquintomalo,1
samila1,makar1972,-1
Ike_Midow,AleksKV,-1
potates09,pokhriyal135,1
MujTato,Nigthwolf185180,1
one_fr,Thyyroz1,1
Cristian-15CC,Mahmoud_Mustafa-201,-1
Bcarrieres,Iggikrome,1
innocent254k,Serhio1965,-1
Genkaiwakoeru,FABIANO10,1
bedoo5261,Falconer_Cyrus,1
Shelekhovchanin,brkrk4,-1
adulrunarediviva,vieto,-1
xrtn,Khosla11,1
sachistaAles,AsinoVolantee,-1
marcel3,Cronopio1234,-1
Nathanbisstav81,pattymac,-1
FotiadisAlexandros,stancia,1
Fly_21,Plaskett7,1
samaaannn,Marazbaan,1
challengerpasha,A-Rockingali,-1
FaRuKyOrUlMaZ,kostuil,0
opencomplexair,suresh3,1
gsheng0,cavingada,-1
maoelpro,niks9876,1
Abdooo2005,Arturroma,1
Dima_di,MIkhail41,1
gashek,MoiRon,-1
HeRo55,dandeliao,1
ultrasoft03,Gopu-017,-1
rjchw24,reezza,-1
sowbhagya_0,Vedasai,1
M3llow55,mhmdbakkar,-1
Beboking14,good_kamikaze,1
x_dasket_x,proffitt20,1
MakLav,Ahmad_altamimi,1
musifii,ahmadyas_ser,-1
FearP,Fz10001,-1
lwalit00917,Shmjak,-1
chzplay,Luisalbertario,-1
Lucasbelle,rich2db,-1
Leo464,jldep,-1
SoobPL,michfi20,1
realproto,,401
Dragonslayer1230986,,401
Elito29,benitosalazarr999,1
Potapov1973,WDRNE,-1
Alby_boy,s243,1
Askar2332,Edi_simon,1
harryninjago,Shubham98,1
idreezbaba,Hm1993,1
LuandaGambit,DrunkHeismanberg,-1
RS3123,venoms133,-1
l_1ar007,Robertocrata,-1
ParticipantOfChess,KTMEST,1
DIAChessClubStudies,Lucy2007,1
sunnno,magun4040,1
undercovernerd,Konstvik2112,1
algenal,Koenigsmoerder_007,-1
Pinguin007,gox97,-1
Aurelio-Cassillas,umeshnayak,1
angelmarcos,,401
crayala,,401
ThatIsNotGood,Reszetow,-1
Jamal4006,Baffaccio,-1
Ayazasgarov,Dominik0412,-1
Blackermj,kadir33511,-1
Tamaninja,PeacefulOlivia,1
Composite99,Adan1234,-1
PRABIR03,Okunmuyo,1
hakona123,kbb1978,-1
AmanAly,eightball66,-1
DanilAleks,U_Knapp,-1
JJK-SatoruGojo,jowi59,1
Slartibartfas42,remix44,-1
interpretivechess,hr-abdolrahimi,1
zahlmir123,Teowlingquan,-1
Hidrex,Daler_chess,-1
gozhm,ELO2789,-1
Hans_C17,Moderate4000,-1
Sasha098830,GonIriarte,-1
CoreyRigley,IronBreath,1
Maxime109,Zouhairelasri,-1
KrishNaduvam,Ardente-Patience,-1
Anderson_Chung,suparyono,-1
Jeremongaa,Sashylik,-1
HenrykV,Oswaldof,-1
Dr_tron101,aizchess,-1
Dhruv_india,DahonKV44,-1
G_SlamDunk_G,MOLKJHGH,-1
Lordfares10,Timon1984,-1
BlackGrape18,sametbitiss,-1
XLREIGHT,tigosc,1
SA_khdran,Kossaibayev,-1
DemircanAydemir,I125,-1
Olim1998,dhoom_thatha,1
icsk,BairKhamnuev,-1
HdiNik70,esegundo,-1
ljseixas,asesinodespiadado,-1
mukund97,Srenevasan,-1
LeandroKazimierski,Limokunali04,-1
Tim33-pro,TrenboloneySandwich,-1
LLNAGM,Riparbella1959,1
goplay,beogradsurcin,1
MrCoriolis,obilv,1
Nadavian_Wolf,armbreaker84,-1
Presoo97,MSALAJEEL,-1
vaajesh,AlexCala21,1
Chefjohn,bsTakashi,1
umeshsuresh232,vasu21,1
Kdhojo,merstam,-1
grigo_77,Elsvt24,-1
Skaur,bogdanfuzik,1
MRG1441,hmmmmmmyld,-1
Azucena1258,michaelra00,0
MaximMaxim111,temangsang,-1
sahy31,Russia2008,1
naughtymikassa,Kovsar74,-1
rezamir,king_d4e4,1
amaimask,davyseal,-1
sashaLetoho,igor201504,-1
Sutarco,Maayouf,-1
ISpitHandSignsAllDay,Naeim_abazari,1
Jorrre,X-2021,-1
RaZHaree,SillySillyman,1
Escalibur120,tvanoost1999,-1
szakal185,AlexeyPron,-1
um15591559,KrisTelle,1
KHAVIN_S,Chesspippo_1994,-1
ata-razavi,Nethsara200612,-1
de_nurja79,EMandima,-1
Dhaigudeshivansh,EriSiamz001,-1
amir2434amir2434,ToxicGerbil,-1
IamBetterThenU69,ugougo59,-1
kd8us8,Falcon915,-1
Olga-1966,andrey31011972,-1
Chancho-o-o,tomii003,1
VitalioMochniy1982,piterskiy555,-1
Lollit123,Cailynn123,1
Iqtest2024,magotal15,-1
vedGM123,rbn1000,1
Jezer77,EroSen69,1
andrxs97,kotoowner,1
petrosian_cubano,Tusabesquiensoy,1
Chess-Guru-7,sibachir,1
Sagar_2321,moon12moon12,1
ryguy76,anny743,1
jo202,,401
stefanofuma,,401
Giakhang13012016,AQUITAIN332,1
Artyyyyy,sevatrix120,-1
Arout16,tn_wvsof,0
Dan_Shilov,PrasoonBanerjyi,1
Kirsanov_Vadim,ryuuuuuzennnnnn,1
Ahmed18186,G_Sirius,-1
OksaPr,,401
NITIN138915,,401
KINGO_15,Erickp123,-1
Talalaev808,snoo32,0
Krabbe,JariMixeus,0
NettoFrois,bocah_cilik9090,1
diesel2006,Zzz011,-1
ABN_RB_1994,anrec,-1
pierre_albert-birot,Manuenrico,-1
danavi2612,emi1971,-1
Martinovky,veersen,1
DarianaSofia,ChessN88,-1
Jayohyaa,Aur3liien,-1
ZPhoenix,WarriorI,1
OrxanNamazov1995,panvas,-1
Mrtaktahumain,Kiry_23,1
mohamedabdallah5478,GianniPro,1
Etzothegreat,CrisCafure,-1
DXNNXS1155,anhardomino,1
AARIVSURESHPANDIAN,Xyribo,-1
Spike1825,ldsnlcf3r,-1
rorr1234,Bojan1SRB,-1
DanyOk87,Lenox66,-1
Schmusanne,I_Am_Cagnus_Marlsen,-1
Bfec01,Dallas_Golova,1
AAATM,keziah_timothy,1
Tukan0801,pakivito33,-1
Lily_cat,Altdrgon,-1
borya321,nasrrr,-1
GARZINNDHI,Zain830,-1
hoangthien1234,ahmetmertakin,1
bohdsma,,401
timosuomesta,,401
ZYRED_MORPHY,ulik1,1
Igrochishka2,gig51600,1
don232527,j-lP,1
kid_Black,DonBee,-1
DFreitasBrazil,Thundermusik,-1
srchess_15,Ayomide_17,-1
SashaOsp,Davincho_AG,1
Efdeha11,mahdiassaf7,-1
Mahmoud_has,NxTprime1,-1
w4tt,HighestHornet,-1
Lijo_kerala,laban_s,-1
MrTackle,mahmoudelkak,-1
Loris_Nathoo,Dan2016,1
lololoshak2281337,Haganesramp,-1
HernanAlt,Sergoksp,0
vsh1chess,tontonthegreen,1
amiram123,AMPHPT,1
Belost,anandove,-1
pedileGGiu87,PlanetSD,1
demonkingacademy,Roquit,-1
kartiks2013,Ivan_Basso,0
BrenoDD,prestmatheus1,-1
Bar2Wmtr,Shachmatyor,-1
Krecik120,arbuzek21,1
InferiorMove,Latiza82,-1
damianebn99,anishravindra,-1
Lanzero9000,Paleto-plus,-1
world_cham,YinkaOjomo,1
HighClassPatzer,jm8740,1
Shuvi211,Shaheenkhan,0
wronabart,mkvam,-1
Danylo0_martyniv,PLAnaHaz07,-1
escudodehiero23,ziorda,1
thabogumpo,Oscartang2023,-1
lowlevelN00B,Nihaarika0911,1
Shiva_Srivastava,amittikekar,-1
dr_peatdocs,FastFoodik,-1
ProfesssorAdol,GBGRICH79,-1
HhHammad,erfanjan1386,-1
aymenbah,mezamort,-1
fsahin2,Mohamed_Nasser_2004,1
z78zena27,River137,1
Arvindehghankar,AleksShal,1
jarujarujaru,Fhdmou1,-1
Artem_zakharopulo,moses1990,-1
k_sa,Matei_007,-1
P1K0003,kimchillama,0
jarek92a,AndrewVartanyan,-1
FrancisDaniel7,Pablopolarlosalamos,0
Samson101,gambit8211,-1
BayeMbaye,sasa_kocic,-1
MASTERhemanth,analbandit,1
Brahayt,akkurt2506,-1
Vov_a1,Mirzaraofiiii,-1
AnasOsama0002,N0l0G,-1
user41578139,klaus1995,0
AaronHodgson,corossini,1
ElenaAveti,GrishaG07_01,-1
erikmannen,Oiler97,0
Nakul2018,sergytromposky,1
Vincayne,jose2021bedoya,1
robothobot,jorgerfernandez28,-1
TT2041,MuharremZogjanii,1
Eneranaral,KimErwin,1
HonoratoIIISilveo,mikhael10tal,1
shhone,tair76,1
atomic_123,divyansh2018,1
mehrad7522,Escapemp300,1
behnazpiroozkia,Artem_200219,-1
goodvibesonly2021,servish,-1
killwish01,BlunderThunder80,1
Irham14,SanEspi,1
itsviren,TribalChieftain,-1
nandantanishk14,Arman123213,1
Harshni,cabawaskayeye,-1
GUDAUTA-CHESS,Irtych,1
Tomaiss,Sdty123,1
kemp_Arty,Cadastral,-1
Thezzet,null815,1
LuisDelRioF,stevenmomentum,1
bpa9226468521,,401
Olga-22,,401
Kassey,keinename,-1
kardiakafti1980,paxaff,-1
watchfulowl,destapr,-1
moatasa,Youarematesorry,1
RidhamShah,esi1789,-1
sk24_12_2020,iim44,1
Hegde_Aditya,PS1002,-1
cvspoojith,Hey007,-1
My_real_name,Cyclist9,-1
PiesekHenio7,AwesomeFork,1
FedorErysh,antelpar,-1
zbrcy,hackleadchess_new,-1
NataschaCh,RIDAMOhaammed,-1
roozbeh1363,,401
Lapislazulo,,401
elshab,fclgomes,1
blindchessonly173,ubersonique,-1
Mostafa487,mostafa_m_awd,-1
TNC_truongphong2012,nguyenthanhthuy1989,1
Onlyg6,Aile_dame,1
semwrest,Inessh,1
anonimos111,Anyelohd,1
Bbehnam777,cahit62,1
adam3sfour,yamamadz,-1
JuanJo2401,karol_echecs,-1
Z4g0rr,KiLLeR_QaSQyR,-1
Abdi385i,Callimachus2000,-1
BilgeReis,lanebuleuse,-1
max-hacker-yt,dapster03,1
Mikle-novochek_161,alleswiedergut,-1
gar47,RARohman,-1
kirulik,Neofita68,-1
vvsjana,aleksandrstannikov4,-1
georgiycherdancev,goatofshatranj,1
I_Yaroslav,magedmoussa55,0
valdemar1989ll,Saulj123,1
jtgslatt,mmmmdddd,-1
Jordschu11,Fine_Mercy,1
liyan8,Sardorbek3132,1
xenobard,vgo2020,-1
IchLiebeDich11,Jadogar77,-1
Scaringstick,Magikas,-1
Victoria_N,Maksim1203,1
stegasauro,Tonia33,-1
mghifariarfan,gipipre,1
sling16,belalimgel,-1
mora_miguel,Pollo18ajedrez,-1
Hamdaan-Meharoof,kevinponce94,-1
Oleg28ru,aboroshd,1
Siakkaye_2335,NicolasTueros_PUCP,-1
Tsogoo9905,tsetsegmaa,-1
Tse_Kely,little-pizzi,-1
ricmezabaltazar,SoapyRonjon,1
alexpourdefaux,Canoninus,-1
auau97,Shamil1981,-1
kayum88,asimsu,-1
Clarinette2008,bijab67,-1
Katras,PhilipJFry13,-1
Dhrupad_Deepesh,,401
NijeyK,,401
nalazs07,sergdima,-1
Arieldening9,abdekker,-1
Jorge_Matamoros,CDOCTOR,-1
anacatao123,Elbombastico1978,-1
schaakeen,TheBloodPrincess,1
fuseearjenCDF,doxob,-1
bangal79,philhippo,-1
Contrapasso_ta,AluDilu,-1
SilverbackHQ,gerhardkm,1
K_ur_t,Magiczenmaster,1
PoisonOakB,Kapu_ramen,-1
Ochluo,apismel,1
thissomedude69,Joejr33,1
gassom-12,miryS12345,-1
xihuan,Aleks_and_Dr1,1
ridayrudra,Queens_bayonet,1
Yoweri15,wanikin,1
salebb,TheAareOnaKakanfo,-1
Fionalia,RodrigoRoca,-1
Kirill8901,Simba_eddy82,1
UniversalKing24,ersanssss,-1
ShivendraKumar,jerryspring,-1
jSACHiss,Densel10,-1
Aikohfox,florianbw,-1
Rendezvous_shore,Allred,1
BrotherJudge,jaquealjci,1
ajedrecista223,robertoyepez,1
c3rb3ru5,Kaeno,1
Kevsaitama9846,PAULO_FABIAN_TORO_HE,1
sasheg,S1ngaSonad4,-1
lighter3219,S_I_D_D_H_U,1
BenSur,Radi2002,1
v_zuke,Shondrone,1
relaxbcool,Ag47_90,-1
pagal27,BrandonBrandy,-1
Rajiuddin,patronchik,-1
jmkon007,speude,1
dark_5,Paandian,-1
nasadil,dome610,1
NG1000,squari,-1
Facu77,Pablo_Carrizo,1
sainaambrose,GKaya19,-1
Weisspferd,boneash-924,-1
sleeper73,sermchess,-1
danibucha,Kemal_hoca,1
IG-PetterCx,Circleofprofits,-1
EduardoGonzalezM,bearcats,1
Car1312,Elsanjuanino,-1
WololoHoyohoyo,neideamanti,-1
samgold89,steinmb8900,-1
uday_017,Heparine84,-1
sara0a,EduardBaican,1
Shockariz,Dr_chessAes,1
bayernchess,PlutoN-2024,1
amrheikal65,fightmilk77,1
vahidamiri1372,mn1350,-1
dansinoni,Tehuelche34,-1
soeren78,sodeatharethere,1
SAAT25,ATMACAM,-1
BenjaminSanchez_2SNL,Volk_off_vk,-1
Schwi64,Aryatanozgurtan,1
Qsac,ootiplayz,-1
Reffers,ArJay38,1
Hyuzz,Hanbutaev_2015,1
NAPTOWNDRKNITE,ERaul18,-1
Ssula,try1time,1
ebrahim2000,Schachsponti54,1
AresMV,RUSH_TO_2500,1
AllyHP,Scrubble,1
Mateus_Augusto,Josemarte,1
Enchos,homalii,1
Vladimirpink,miodrag047,1
gmxequemate,Shuvradeep_Kar,-1
Magistr1983,Peyranero,-1
AntonioooT,EbuYahya77,-1
PoyrazEmre9,IA_lan01010111,-1
Kurumilover69,,401
Tomasortiz,,401
Vahramavakian,Luizavala,1
zhivkokasabov,SkRaPiD1,1
amanda16,By_August,1
USCF_15183431,AGoryatnin,-1
Gongubas,ElAxolotl,-1
INIshaan,nourmozenbaa,-1
TIMrs,playforfun_01,-1
chess_dragon2013,petrovich5398,-1
viszabi01,scracco,1
Bardock06,Schach04,1
Matbea,Nastya_D,-1
TheJohnJ,Anton_tops,1
LincolnHawk83,nello08,-1
defensywne_szachy,Vadim_lodin,1
NikitaViktorovich,lwh0825,-1
WanderleyAmorim,syldz,-1
ruhum01,vkd311,1
anjini18,,401
macncheese37,,401
KmHachimMoabdou,Rbracht,1
Socky24,Gavilan70,-1
aranunz,chessoblanka,1
quitechessplayer,marco314159,-1
Dawood10,Martinkoponozka,-1
NewMapWhen,Lisboncap,-1
Davethera,jb_007_007,-1
fermig,juventini96,1
Talleres1913,zoehcycy,-1
Samurai_A,Alaa_Menshawy,-1
ffplayer007,BillOudi,-1
Cockle,MaximMer,1
Jonas_Heemann,JulioManuel,1
himahima1985,mihardestcore,-1
ArithAggarwal,yuren707y,1
fa4086,genaza,1
extasio,random_fan,-1
Therosius,alohajessicat,1
zhfwen,serh79,-1
Shamionov_Arslan,peyitafeni,-1
slyfox2006,martinkuptil,1
shatirov_2010,Tobichess92,-1
boehm,tarpolin,-1
Immortal_Knight73,SergiiF,-1
BiVit,ERENKAANKANBUL,-1
mukundvasudev,RNG_Loki,1
Holguinero,Kcarv,1
MG_VizMc,spens,-1
jarraraysh,Simon_Scheib1234,-1
Pelucas22,torotornero,-1
nicholase1,leonD7,-1
chaamploo,ILIAHAM77,1
lionguard24,manguus,1
insiderunner,admindckz,-1
anderew053,sheikp,-1
avsani,Fralekai,1
tezzans,zimchessgeek,1
saberfer,Soluk-UA,1
gouvani,ezesin,1
Nanchim,A_Tsetsujin2013,-1
Rade-Samby,herb49,-1
ZXC2005DED,BrunoWenzel,1
Aletrader,Dumbplayer2,1
Gubin74,MASAJU,-1
Daniella007,Minin98,1
NikkelKnight,errdee,-1
ayaanjain_4,Nighthawkk_1555,1
Hemantart,juanf1974,1
xb4,Andrex1x,1
codmeister1,Pablo21,-1
boris3399,hulk22king,0
Atharvan08,kaisaw,-1
KyawKyaw3012,Susito33,1
SeanWalrath,OnurERDEN,1
lonewayfarer,mehdiix,-1
Camphill,artemis329,-1
MihailBakirov,chessdunk,-1
rgkkk,shaker_666,1
Player_3_3_1_5,barfly143,1
Vaishnavisati,slayer161,1
Agent777pro,Auskalden,1
Cyav,Adonisrinoh,-1
Chelebiev_Esken,Bobrik_luck,-1
pawnpusher666,JuanDomingoPeon,-1
DrTaktyVRM,Pancho_Pistolass,0
dcehibor,Ciccio65,-1
kTzy,Maheshverma82,1
Adrianojuega824,YoniLavo,-1
jzpmet,konstantinovksh,1
Red_Dragon_7,ranik778,-1
Bb7154,Fatemeh_T23,-1
olga11111111,medinaa08,-1
CRAZYWATER,minhtriet2405,-1
kenyorduna,Onlinedude,-1
sergeiy,Kimaollaf,-1
aleBOca2022,Ras992,-1
Ahmet2014,Mr_Muratov,-1
Paradios,Cuu-Ivan-1987,-1
HzorMark,Zoromonk,1
cavallucciomarino079,MartyEastwood,-1
ranam98,Theapollon,-1
carlosfmora,Sakr2010,-1
VictorySword45,CaroKannIchNicht,-1
Batyshev_Nurdin,Adamec01,1
gio_17,wpf1,1
Arslan9,Yessika_Matute,-1
baguette-en-1,gugu256,1
Kgantshi,akulioto,1
jcbm64,TitiMoi,-1
santiago26asd_lsls,Edward_fon_M,1
Espanol92,Kapeblanche,1
Chessnerd93,gallofa00,-1
Heinrich_es,lazeta,-1
N-sjdkkdksnsb,M-Egor,-1
elxio,ipin1,-1
JOhansony,Chessplaysdev2011,-1
gusty02,Samgsm,-1
Sardua_CJ,A9636,-1
Ziquitraque,master_Burak,1
SPCoppy77,ertoli,1
screwsloose,mantegazziani,1
francischege,italocfernandes,-1
wloclaw,Budarin,1
aron9255,JorgeLuisherrera,1
Ayas014,chris1507,-1
KBA3044_MUAZ,,401
Varyagov,,401
viniJones,Strandmullen,1
tast-bjksatranc,serinkayaz-bjk,-1
gmtejas2020,LikeNo1,1
Grossier_Merle,samehelfeel,-1
Ahmet_Cem0606,zorro_chess7,-1
Varandragon,Alx_81,0
dullyourrockk,FunnyFunderson,-1
I_Hate_Chess_Betinho,MasterChess_112,-1
YasinAhmed99,Gmhmor,-1
Blackburne_Varisi,ForHyperion,-1
Pelegro,varvara_kosha,1
Vladkuz100,s_f_r,-1
mentalrepresentation,Thomas_Bryan,1
Matvey-58,memetttt,-1
Ketan_Seth,sha25O,-1
Daniyalkhan5,Georgia30,-1
Chiarakap,DDominic325,1
Temirbulat1,Biotwang,1
crewz995,Fadwa_20B,-1
GingFreecs17,LAUSANNE51,-1
nn_908,OpMolTr,-1
canyonchovy,SlayedChess,1
NowArcher,Strategistas,-1
BhorikhanG65,JohnKarakot,1
Fird19,GuglielmoZ11,-1
